,VGAMpValue,Variance
ENSG00000265975_AC002091.1,0.0,0.004082695115357637
ENSG00000266389_AC002091.2,0.0,0.12563511729240417
ENSG00000265618_AC002094.2,0.0,0.01655985228717327
ENSG00000277450_AC002094.4,0.0,0.16345201432704926
ENSG00000267698_AC002116.2,0.0,0.6012830138206482
ENSG00000268947_AC002128.1,0.0,0.008948377333581448
ENSG00000235560_AC002310.1,0.0,1.6617560386657715
ENSG00000239791_AC002310.2,0.0,0.33221641182899475
ENSG00000278922_AC002310.6,0.0,0.04737694188952446
ENSG00000261433_AC002347.1,0.0,0.003443160094320774
ENSG00000278993_AC002350.1,0.0,0.4717343747615814
ENSG00000232392_AC002366.1,0.0,0.013772922568023205
ENSG00000283638_AC002407.1,0.0,0.23487479984760284
ENSG00000237819_AC002454.1,0.0,5.009736061096191
ENSG00000223969_AC002456.1,0.0,0.16370747983455658
ENSG00000260188_AC002464.1,0.0,1.0889805555343628
ENSG00000241764_AC002467.1,0.0,1.9053598642349243
ENSG00000272829_AC002470.1,0.0,0.5751612782478333
ENSG00000284060_AC002472.2,0.0,0.022498121485114098
ENSG00000235945_AC002543.1,0.0,0.15334469079971313
ENSG00000261312_AC002550.1,0.0,0.07294976711273193
ENSG00000276571_AC002550.2,0.0,0.09015415608882904
ENSG00000227782_AC002553.1,0.0,0.2581931948661804
ENSG00000275413_AC002553.2,0.0,0.23098748922348022
ENSG00000239291_AC002558.1,0.0,0.34883368015289307
ENSG00000262265_AC002558.3,0.0,1.7704274654388428
ENSG00000260793_AC003102.1,0.0,0.6682655215263367
ENSG00000279159_AC003681.1,0.0,1.0214513540267944
ENSG00000263280_AC003965.1,0.0,0.14477987587451935
ENSG00000279377_AC003973.3,0.0,0.48931482434272766
ENSG00000228113_AC003991.1,0.0,0.031659383326768875
ENSG00000254003_AC003991.2,0.0,0.024370398372411728
ENSG00000237903_AC004000.1,0.0,0.10130583494901657
ENSG00000262482_AC004034.1,0.0,0.3596097528934479
ENSG00000196656_AC004057.1,0.0,0.2836844325065613
ENSG00000273447_AC004067.1,0.0,0.03075997158885002
ENSG00000251259_AC004069.1,0.0,0.708439290523529
ENSG00000276449_AC004076.2,0.0,0.4075113832950592
ENSG00000270182_AC004080.4,0.0,0.060173653066158295
ENSG00000271133_AC004130.1,0.0,1.3963935375213623
ENSG00000263272_AC004148.2,0.0,3.884554624557495
ENSG00000267666_AC004156.1,0.0,0.023899558931589127
ENSG00000260664_AC004158.1,0.0,0.08118760585784912
ENSG00000267457_AC004223.2,0.0,0.0035248517524451017
ENSG00000273687_AC004223.3,0.0,0.05688098445534706
ENSG00000262899_AC004232.2,0.0,0.022118447348475456
ENSG00000279031_AC004232.3,0.0,0.03493841364979744
ENSG00000262362_AC004233.1,0.0,0.0515986867249012
ENSG00000272079_AC004233.3,0.0,0.1865391880273819
ENSG00000274367_AC004233.4,0.0,0.05376141145825386
ENSG00000257433_AC004241.1,0.0,0.3682013154029846
ENSG00000276390_AC004241.3,0.0,0.6157235503196716
ENSG00000275936_AC004263.1,0.0,0.06084420531988144
ENSG00000268812_AC004264.1,0.0,0.041353989392519
ENSG00000283399_AC004381.2,0.0,0.13683806359767914
ENSG00000226107_AC004383.1,0.0,0.01743285171687603
ENSG00000213269_AC004386.1,0.0,0.13560812175273895
ENSG00000280177_AC004408.2,0.0,0.07117897272109985
ENSG00000146677_AC004453.1,0.0,1.3983824253082275
ENSG00000281530_AC004461.2,0.0,0.004102054517716169
ENSG00000268069_AC004466.1,0.0,0.12461097538471222
ENSG00000274737_AC004466.2,0.0,0.046934373676776886
ENSG00000263412_AC004477.1,0.0,0.6852443814277649
ENSG00000278765_AC004477.3,0.0,0.013415040448307991
ENSG00000279996_AC004491.1,0.0,0.15117330849170685
ENSG00000272072_AC004492.1,0.0,0.030681412667036057
ENSG00000262312_AC004494.1,0.0,0.24712824821472168
ENSG00000266990_AC004528.1,0.0,0.03832345828413963
ENSG00000214870_AC004540.1,0.0,1.2289042472839355
ENSG00000225792_AC004540.2,0.0,2.970365047454834
ENSG00000269987_AC004542.2,0.0,0.01274767704308033
ENSG00000225071_AC004552.1,0.0,0.017169682309031487
ENSG00000263120_AC004584.3,0.0,0.028022103011608124
ENSG00000266088_AC004585.1,0.0,0.0036563919857144356
ENSG00000285081_AC004593.2,0.0,0.00888356938958168
ENSG00000285162_AC004593.3,0.0,0.004705118015408516
ENSG00000268673_AC004597.1,0.0,0.047236114740371704
ENSG00000279488_AC004623.1,0.0,0.008941048756241798
ENSG00000260822_AC004656.1,0.0,1.4355874061584473
ENSG00000279653_AC004678.2,0.0,0.06081563979387283
ENSG00000265206_AC004687.1,0.0,3.072979688644409
ENSG00000282936_AC004706.3,0.0,0.07908259332180023
ENSG00000269881_AC004754.1,0.0,0.011789805255830288
ENSG00000262227_AC004771.3,0.0,0.08173354715108871
ENSG00000262429_AC004771.4,0.0,0.16143478453159332
ENSG00000279370_AC004777.1,0.0,0.02342083305120468
ENSG00000240399_AC004801.2,0.0,0.09775260090827942
ENSG00000276814_AC004801.6,0.0,0.0964270606637001
ENSG00000250132_AC004803.1,0.0,0.5920166969299316
ENSG00000277283_AC004812.2,0.0,1.2130848169326782
ENSG00000259153_AC004816.1,0.0,0.15931424498558044
ENSG00000275630_AC004816.2,0.0,0.009771737270057201
ENSG00000269927_AC004817.3,0.0,0.004320546984672546
ENSG00000274818_AC004825.2,0.0,0.1981295645236969
ENSG00000272689_AC004832.4,0.0,0.012689243070781231
ENSG00000273428_AC004832.6,0.0,0.04315713420510292
ENSG00000284523_AC004834.1,0.0,0.02701297402381897
ENSG00000272854_AC004839.1,0.0,0.23241104185581207
ENSG00000258376_AC004846.1,0.0,0.14993293583393097
ENSG00000258944_AC004846.2,0.0,0.13228076696395874
ENSG00000260997_AC004847.1,0.0,1.856465220451355
ENSG00000272768_AC004854.2,0.0,0.22571411728858948
ENSG00000236274_AC004865.1,0.0,0.05779094249010086
ENSG00000239636_AC004865.2,0.0,2.9696567058563232
ENSG00000280149_AC004877.2,0.0,0.03425425663590431
ENSG00000242154_AC004884.2,0.0,0.05532349273562431
ENSG00000244198_AC004889.1,0.0,0.7801521420478821
ENSG00000244560_AC004890.2,0.0,0.04671883210539818
ENSG00000236018_AC004898.1,0.0,0.16619284451007843
ENSG00000272812_AC004908.2,0.0,0.4604906141757965
ENSG00000273402_AC004908.3,0.0,0.15159574151039124
ENSG00000244701_AC004918.1,0.0,0.9211481213569641
ENSG00000270157_AC004918.3,0.0,0.2296438366174698
ENSG00000284292_AC004922.1,0.0,0.10175666958093643
ENSG00000255306_AC004923.4,0.0,0.07050605863332748
ENSG00000259209_AC004943.1,0.0,0.1536039263010025
ENSG00000259768_AC004943.2,0.0,0.9504185914993286
ENSG00000279206_AC004943.3,0.0,0.01749906688928604
ENSG00000233760_AC004947.1,0.0,0.24690966308116913
ENSG00000280255_AC004947.2,0.0,0.07089957594871521
ENSG00000228434_AC004951.1,0.0,2.9012632369995117
ENSG00000273432_AC004951.4,0.0,0.07245738804340363
ENSG00000243554_AC004967.1,0.0,0.13616429269313812
ENSG00000285725_AC004967.2,0.0,0.874113917350769
ENSG00000238358_AC004969.1,0.0,0.01770402118563652
ENSG00000285612_AC004974.1,0.0,0.024720899760723114
ENSG00000224629_AC004975.1,0.0,0.014749769121408463
ENSG00000205485_AC004980.1,0.0,1.0476289987564087
ENSG00000230305_AC004980.3,0.0,0.0821700170636177
ENSG00000272732_AC004982.1,0.0,0.005231759510934353
ENSG00000272894_AC004982.2,0.0,0.2768406867980957
ENSG00000273387_AC005005.3,0.0,0.04240008443593979
ENSG00000278920_AC005005.4,0.0,0.07586943358182907
ENSG00000272361_AC005014.2,0.0,0.07369668036699295
ENSG00000270696_AC005034.3,0.0,0.7624726891517639
ENSG00000270996_AC005034.4,0.0,0.04563317820429802
ENSG00000271452_AC005034.5,0.0,0.05127301067113876
ENSG00000183308_AC005037.1,0.0,0.3553341031074524
ENSG00000227331_AC005042.1,0.0,0.07719290256500244
ENSG00000273055_AC005046.1,0.0,0.04861675947904587
ENSG00000279601_AC005052.1,0.0,0.08259888738393784
ENSG00000243004_AC005062.1,0.0,0.15800589323043823
ENSG00000272918_AC005070.3,0.0,0.27471858263015747
ENSG00000272219_AC005072.1,0.0,0.9673121571540833
ENSG00000224046_AC005076.1,0.0,1.7411717176437378
ENSG00000226816_AC005082.1,0.0,0.6286313533782959
ENSG00000233834_AC005083.1,0.0,0.6892213821411133
ENSG00000229893_AC005091.1,0.0,0.023257236927747726
ENSG00000259294_AC005096.1,0.0,0.009561046957969666
ENSG00000226624_AC005099.1,0.0,0.12791351974010468
ENSG00000244480_AC005154.2,0.0,0.052740585058927536
ENSG00000272568_AC005162.3,0.0,0.11503001302480698
ENSG00000271500_AC005183.1,0.0,0.013866257853806019
ENSG00000236352_AC005220.1,0.0,0.012554348446428776
ENSG00000231595_AC005224.1,0.0,0.19148755073547363
ENSG00000266378_AC005224.3,0.0,0.3980175256729126
ENSG00000258603_AC005225.2,0.0,0.18790248036384583
ENSG00000279026_AC005225.4,0.0,0.09731358289718628
ENSG00000273314_AC005229.4,0.0,1.15995192527771
ENSG00000268030_AC005253.1,0.0,0.5093943476676941
ENSG00000268983_AC005253.2,0.0,0.0
ENSG00000256210_AC005255.1,0.0,0.02925204299390316
ENSG00000268205_AC005261.1,0.0,4.010361194610596
ENSG00000268678_AC005261.2,0.0,0.10280150175094604
ENSG00000268713_AC005261.3,0.0,0.7639414072036743
ENSG00000279541_AC005261.5,0.0,1.5337013006210327
ENSG00000266944_AC005262.1,0.0,0.008363233879208565
ENSG00000267551_AC005264.1,0.0,0.06387467682361603
ENSG00000284930_AC005280.2,0.0,0.04953676834702492
ENSG00000266469_AC005288.1,0.0,0.10383046418428421
ENSG00000236325_AC005300.1,0.0,0.12582896649837494
ENSG00000266744_AC005304.3,0.0,0.041081901639699936
ENSG00000267283_AC005306.1,0.0,0.5429955124855042
ENSG00000251537_AC005324.3,0.0,0.0
ENSG00000248015_AC005329.1,0.0,0.1137087494134903
ENSG00000265100_AC005332.1,0.0,0.14265196025371552
ENSG00000267731_AC005332.2,0.0,0.0
ENSG00000274561_AC005332.3,0.0,0.24254411458969116
ENSG00000274712_AC005332.4,0.0,0.32230260968208313
ENSG00000277476_AC005332.5,0.0,0.21936389803886414
ENSG00000278730_AC005332.6,0.0,2.488171339035034
ENSG00000278740_AC005332.7,0.0,0.020600575953722
ENSG00000279717_AC005336.3,0.0,0.48002123832702637
ENSG00000268565_AC005339.1,0.0,0.08028461039066315
ENSG00000285627_AC005343.1,0.0,0.12162637710571289
ENSG00000280420_AC005355.2,0.0,0.04507210850715637
ENSG00000277602_AC005363.2,0.0,0.11695548892021179
ENSG00000276445_AC005393.1,0.0,0.06378470361232758
ENSG00000258891_AC005480.1,0.0,0.09603973478078842
ENSG00000267421_AC005498.2,0.0,0.23568874597549438
ENSG00000269696_AC005498.3,0.0,0.30046460032463074
ENSG00000258559_AC005519.1,0.0,0.03970788046717644
ENSG00000258653_AC005520.1,0.0,0.04276355728507042
ENSG00000259065_AC005520.2,0.0,0.21551328897476196
ENSG00000270140_AC005520.3,0.0,0.0639316588640213
ENSG00000273711_AC005520.5,0.0,0.23559196293354034
ENSG00000268536_AC005523.1,0.0,0.07908407598733902
ENSG00000269604_AC005523.2,0.0,1.911278247833252
ENSG00000224903_AC005534.1,0.0,0.053508639335632324
ENSG00000235852_AC005540.1,0.0,0.06767304986715317
ENSG00000280247_AC005578.1,0.0,0.060184694826602936
ENSG00000279584_AC005593.1,0.0,0.06419548392295837
ENSG00000269296_AC005614.1,0.0,0.037954263389110565
ENSG00000267423_AC005616.1,0.0,0.11270693689584732
ENSG00000272070_AC005618.1,0.0,0.020273633301258087
ENSG00000261596_AC005632.2,0.0,0.7156923413276672
ENSG00000261886_AC005670.1,0.0,0.08573924750089645
ENSG00000261490_AC005674.2,0.0,0.2808120846748352
ENSG00000273816_AC005695.3,0.0,0.043038178235292435
ENSG00000262050_AC005696.1,0.0,0.1564013808965683
ENSG00000272770_AC005696.2,0.0,0.009603005833923817
ENSG00000277200_AC005696.4,0.0,0.1655314862728119
ENSG00000266527_AC005697.2,0.0,0.08487854152917862
ENSG00000267526_AC005702.2,0.0,0.1380135715007782
ENSG00000258472_AC005726.1,0.0,1.5765156745910645
ENSG00000264044_AC005726.2,0.0,0.009179814718663692
ENSG00000264608_AC005726.3,0.0,1.0358842611312866
ENSG00000265168_AC005726.4,0.0,0.019997021183371544
ENSG00000265287_AC005726.5,0.0,0.8347638845443726
ENSG00000261033_AC005730.2,0.0,0.0485224686563015
ENSG00000266126_AC005730.3,0.0,0.043403446674346924
ENSG00000262185_AC005736.1,0.0,0.04008203372359276
ENSG00000267044_AC005757.1,0.0,0.0037400887813419104
ENSG00000268650_AC005759.1,0.0,0.10367795079946518
ENSG00000270802_AC005776.1,0.0,0.02250295877456665
ENSG00000273218_AC005776.2,0.0,0.00859159603714943
ENSG00000268189_AC005785.1,0.0,0.05160793662071228
ENSG00000279203_AC005785.2,0.0,0.6774410605430603
ENSG00000279590_AC005786.4,0.0,0.012969018891453743
ENSG00000279617_AC005796.1,0.0,0.14997242391109467
ENSG00000235554_AC005822.1,0.0,0.039888836443424225
ENSG00000261575_AC005829.1,0.0,0.35528597235679626
ENSG00000280202_AC005831.1,0.0,0.6213984489440918
ENSG00000261335_AC005837.1,0.0,0.3251623511314392
ENSG00000266538_AC005838.2,0.0,1.520525336265564
ENSG00000279089_AC005839.1,0.0,1.093423843383789
ENSG00000256433_AC005840.2,0.0,0.13704220950603485
ENSG00000276718_AC005840.4,0.0,0.0788966715335846
ENSG00000258092_AC005841.1,0.0,0.003436283441260457
ENSG00000266385_AC005899.5,0.0,0.0472404882311821
ENSG00000274341_AC005899.6,0.0,0.103679358959198
ENSG00000278668_AC005899.7,0.0,0.06393671780824661
ENSG00000278356_AC005911.1,0.0,0.11781546473503113
ENSG00000227081_AC005912.1,0.0,1.4649264812469482
ENSG00000262967_AC005921.2,0.0,1.4399913549423218
ENSG00000278963_AC005921.3,0.0,0.6585580706596375
ENSG00000267469_AC005944.1,0.0,0.10298506170511246
ENSG00000278627_AC005962.1,0.0,0.08272794634103775
ENSG00000283538_AC005972.3,0.0,0.0033904165029525757
ENSG00000226824_AC006001.2,0.0,0.06206836178898811
ENSG00000229180_AC006001.3,0.0,3.049812078475952
ENSG00000274010_AC006011.2,0.0,0.12099258601665497
ENSG00000234215_AC006012.1,0.0,0.1894536018371582
ENSG00000229591_AC006017.1,0.0,0.065259650349617
ENSG00000272638_AC006027.1,0.0,0.12595584988594055
ENSG00000231916_AC006033.1,0.0,0.267905592918396
ENSG00000272908_AC006033.2,0.0,0.2217879593372345
ENSG00000233264_AC006042.3,0.0,0.2788020372390747
ENSG00000234141_AC006042.4,0.0,0.09002982825040817
ENSG00000230084_AC006059.1,0.0,0.10251574218273163
ENSG00000245667_AC006064.1,0.0,0.034952566027641296
ENSG00000247853_AC006064.2,0.0,0.11816231906414032
ENSG00000269968_AC006064.4,0.0,1.4268438816070557
ENSG00000279799_AC006077.2,0.0,2.0482773780822754
ENSG00000263235_AC006111.2,0.0,0.08061987161636353
ENSG00000267298_AC006116.5,0.0,0.0835549533367157
ENSG00000267429_AC006116.6,0.0,0.01126022357493639
ENSG00000267549_AC006116.8,0.0,0.1265588402748108
ENSG00000279716_AC006128.1,0.0,0.008501531556248665
ENSG00000264895_AC006141.1,0.0,2.7008912563323975
ENSG00000278847_AC006157.1,0.0,0.20208285748958588
ENSG00000249502_AC006160.1,0.0,0.06182405352592468
ENSG00000266921_AC006213.1,0.0,0.32453328371047974
ENSG00000267058_AC006213.2,0.0,0.2360432744026184
ENSG00000267191_AC006213.3,0.0,0.0036071462091058493
ENSG00000277806_AC006213.4,0.0,0.17743223905563354
ENSG00000278492_AC006213.5,0.0,0.016247166320681572
ENSG00000278917_AC006213.6,0.0,0.022483350709080696
ENSG00000271392_AC006237.1,0.0,0.12665918469429016
ENSG00000272799_AC006238.1,0.0,0.22102947533130646
ENSG00000243224_AC006252.1,0.0,0.19359827041625977
ENSG00000243696_AC006254.1,0.0,0.01596354879438877
ENSG00000272383_AC006270.3,0.0,0.0409892238676548
ENSG00000272473_AC006273.1,0.0,0.003574765520170331
ENSG00000246225_AC006299.1,0.0,0.1715802103281021
ENSG00000232445_AC006329.1,0.0,0.7992594242095947
ENSG00000280388_AC006330.1,0.0,0.45679906010627747
ENSG00000272686_AC006333.2,0.0,1.9830061197280884
ENSG00000243193_AC006387.1,0.0,0.19499589502811432
ENSG00000262456_AC006435.1,0.0,0.0049889772199094296
ENSG00000275532_AC006449.2,0.0,0.27367687225341797
ENSG00000277969_AC006449.6,0.0,1.8615113496780396
ENSG00000279119_AC006449.7,0.0,0.11004921048879623
ENSG00000283196_AC006453.2,0.0,0.9335935711860657
ENSG00000284052_AC006460.2,0.0,0.41881757974624634
ENSG00000273448_AC006480.2,0.0,0.7916795611381531
ENSG00000272719_AC006483.2,0.0,0.10419554263353348
ENSG00000279539_AC006486.2,0.0,0.3500332534313202
ENSG00000261770_AC006504.1,0.0,0.22684380412101746
ENSG00000267575_AC006504.5,0.0,2.362492799758911
ENSG00000281468_AC006504.8,0.0,0.445188045501709
ENSG00000255581_AC006511.2,0.0,0.1482640504837036
ENSG00000279865_AC006511.3,0.0,0.3720993399620056
ENSG00000282080_AC006511.4,0.0,0.052275873720645905
ENSG00000239701_AC006512.1,0.0,0.005080076865851879
ENSG00000256651_AC006518.1,0.0,0.02469649910926819
ENSG00000256682_AC006518.2,0.0,0.22412186861038208
ENSG00000261342_AC006538.1,0.0,0.49644923210144043
ENSG00000268070_AC006539.2,0.0,0.003640411887317896
ENSG00000236540_AC006547.1,0.0,0.09153322130441666
ENSG00000243762_AC006547.2,0.0,0.05168769508600235
ENSG00000268292_AC006547.3,0.0,0.15514938533306122
ENSG00000269194_AC006942.1,0.0,0.06210360303521156
ENSG00000273203_AC006946.2,0.0,0.00956460926681757
ENSG00000269446_AC006967.3,0.0,0.00607460318133235
ENSG00000235859_AC006978.1,0.0,1.1280028820037842
ENSG00000279317_AC006994.2,0.0,0.10043401271104813
ENSG00000213542_AC007000.1,0.0,0.08780112117528915
ENSG00000225726_AC007000.2,0.0,0.015736768022179604
ENSG00000244239_AC007009.1,0.0,0.0655713826417923
ENSG00000262020_AC007014.1,0.0,0.3137568533420563
ENSG00000274038_AC007014.2,0.0,0.019102824851870537
ENSG00000273320_AC007032.1,0.0,0.3921753764152527
ENSG00000227017_AC007036.1,0.0,0.023021990433335304
ENSG00000230751_AC007036.2,0.0,0.07879918068647385
ENSG00000251660_AC007036.3,0.0,0.3064943850040436
ENSG00000229127_AC007038.1,0.0,0.5749503970146179
ENSG00000272807_AC007038.2,0.0,1.1563987731933594
ENSG00000258881_AC007040.2,0.0,0.07764042168855667
ENSG00000213216_AC007066.1,0.0,0.004690462723374367
ENSG00000261094_AC007066.2,0.0,0.879606306552887
ENSG00000231609_AC007098.1,0.0,0.21355874836444855
ENSG00000263004_AC007114.1,0.0,0.8576869368553162
ENSG00000263089_AC007114.2,0.0,0.9944365620613098
ENSG00000250497_AC007126.1,0.0,0.005662826821208
ENSG00000285611_AC007132.1,0.0,0.003218534402549267
ENSG00000176043_AC007160.1,0.0,0.0
ENSG00000234718_AC007161.1,0.0,0.004564095754176378
ENSG00000242951_AC007182.2,0.0,0.02151189185678959
ENSG00000279407_AC007191.1,0.0,0.6185336709022522
ENSG00000268810_AC007193.1,0.0,0.18641522526741028
ENSG00000273791_AC007204.1,0.0,0.033538151532411575
ENSG00000261216_AC007216.2,0.0,0.06095994636416435
ENSG00000261560_AC007216.3,0.0,0.40817728638648987
ENSG00000263307_AC007216.4,0.0,0.07943261414766312
ENSG00000263033_AC007220.1,0.0,0.004246342461556196
ENSG00000279357_AC007224.2,0.0,0.03045211359858513
ENSG00000260782_AC007225.1,0.0,0.05695924907922745
ENSG00000268568_AC007228.1,0.0,0.13639545440673828
ENSG00000267544_AC007229.1,0.0,0.2011300027370453
ENSG00000231043_AC007238.1,0.0,0.14602066576480865
ENSG00000284681_AC007240.1,0.0,1.0712724924087524
ENSG00000285872_AC007240.2,0.0,0.1494501233100891
ENSG00000257135_AC007249.2,0.0,0.25842806696891785
ENSG00000273063_AC007250.1,0.0,0.4624420702457428
ENSG00000223813_AC007255.1,0.0,0.011520122177898884
ENSG00000213090_AC007256.1,0.0,0.10153581947088242
ENSG00000284959_AC007262.2,0.0,0.1467917561531067
ENSG00000232719_AC007272.1,0.0,0.0
ENSG00000230799_AC007279.1,0.0,0.0
ENSG00000227014_AC007285.1,0.0,0.0933738648891449
ENSG00000267980_AC007292.1,0.0,0.0910462811589241
ENSG00000269318_AC007292.2,0.0,0.15225526690483093
ENSG00000269807_AC007292.3,0.0,0.01221761479973793
ENSG00000257715_AC007298.1,0.0,0.0
ENSG00000257878_AC007298.2,0.0,0.017482658848166466
ENSG00000172974_AC007318.1,0.0,0.15773333609104156
ENSG00000273763_AC007318.2,0.0,0.10507182031869888
